idProcessoSeletivo;nome;inicioProcessoSeletivo;fimProcessoSeletivo;status;descricao;criadoPor;datacontratacao;datainiciovaga;idParticipanteRh;cargo;idVaga;titulovaga;numeroposicoes;requisitosvagas;estado;dataCriacao;idCandidato;nomeCandidato;idCriterio;nomeCriterio;pontuacao
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;18/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;31;Leandro;2;trabalho em equipe;9
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;19/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;32;Mariana;2;trabalho em equipe;10
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;20/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;33;Nestor;2;trabalho em equipe;1
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;21/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;34;Olívia;2;trabalho em equipe;3
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;22/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;35;Paulo;2;trabalho em equipe;5
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;23/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;36;Quésia;2;trabalho em equipe;8
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;24/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;37;Ricardo;2;trabalho em equipe;7
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;25/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;38;Samara;2;trabalho em equipe;2
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;26/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;39;Tânia;2;trabalho em equipe;6
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;27/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;40;Uriel;2;trabalho em equipe;4
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;28/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;41;Vitor;2;trabalho em equipe;10
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;29/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;42;Wagner;2;trabalho em equipe;1
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;30/01/2024;01/01/2024;2;supervisor;3;Dev Jr;22;Python;Concluido;01/01/2024;43;Xuxa;2;trabalho em equipe;3
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;02/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;44;Yasmin;2;trabalho em equipe;5
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;02/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;45;Zé;2;trabalho em equipe;8
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;02/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;46;Alice;2;trabalho em equipe;9
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;02/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;47;Bruno;2;trabalho em equipe;2
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;02/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;48;Cristiane;2;trabalho em equipe;6
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;03/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;49;Diego;2;trabalho em equipe;4
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;03/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;50;Emanuelle;2;trabalho em equipe;7
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;03/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;51;Fábio;2;trabalho em equipe;10
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;03/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;52;Geovana;2;trabalho em equipe;1
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;03/01/2024;01/01/2024;3;Analista Sr;4;Dev Pleno;10;Python;Concluido;01/01/2024;53;Hugo;2;trabalho em equipe;3
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;54;Ivana;2;trabalho em equipe;5
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;55;Jéssica;2;trabalho em equipe;9
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;56;Kleber;2;trabalho em equipe;2
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;57;Lúcia;2;trabalho em equipe;6
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;58;Mário;2;trabalho em equipe;4
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;59;Nádia;2;trabalho em equipe;8
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;60;Orlando;2;trabalho em equipe;10
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;61;Priscila;2;trabalho em equipe;1
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;62;Quirino;2;trabalho em equipe;3
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;63;Renata;2;trabalho em equipe;5
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;64;Sabrina;2;trabalho em equipe;9
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;65;Tomás;2;trabalho em equipe;7
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;66;Ursula;2;trabalho em equipe;2
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;67;Vânia;2;trabalho em equipe;6
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;68;Wilma;2;trabalho em equipe;4
2;Processo seletivo 2;01/01/2024;05/01/2024;Em andamento;Processo seletivo 2;Rodrigo;05/01/2024;01/01/2024;3;Analista Sr;5;Dev Senior;16;Python;Concluido;01/01/2024;69;Xerxes;2;trabalho em equipe;8
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/02/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;70;Yara;2;trabalho em equipe;10
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/02/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;71;Zilda;2;trabalho em equipe;1
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/02/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;72;Adalberto;2;trabalho em equipe;3
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/02/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;73;Bruna;2;trabalho em equipe;5
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;74;Cássio;2;trabalho em equipe;8
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;75;Denise;2;trabalho em equipe;7
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;76;Everton;2;trabalho em equipe;2
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;77;Fabiana;2;trabalho em equipe;6
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;78;Gilberto;2;trabalho em equipe;4
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/03/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;79;Heloísa;2;trabalho em equipe;9
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;80;Ivo;2;trabalho em equipe;10
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;81;Júnior;2;trabalho em equipe;1
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;82;Kátia;2;trabalho em equipe;3
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;83;Leonardo;2;trabalho em equipe;5
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;84;Manuela;2;trabalho em equipe;7
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;85;Nicolas;2;trabalho em equipe;2
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;86;Olivia;2;trabalho em equipe;6
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;87;Paulo;2;trabalho em equipe;4
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;88;Quinto;2;trabalho em equipe;9
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;89;Raquel;2;trabalho em equipe;8
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;90;Sandro;2;trabalho em equipe;9
3;Processo seletivo 3;01/01/2024;05/04/2024;Concluido;Processo seletivo 3;Amanda;05/04/2024;01/01/2024;3;Analista Sr;6;Estagiario;22;Python;Concluido;01/01/2024;91;Teodoro;2;trabalho em equipe;9
